Point ID,arc_length,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
496,0.009920,-0.000004,0.050000,0.009920,0.005000,0.051219,0.006107,0.000091,0.000000,0.006108,1
497,0.009940,-0.000004,0.050000,0.009940,0.005000,0.051223,0.006107,0.000091,0.000000,0.006108,1
498,0.009960,-0.000004,0.050000,0.009960,0.005000,0.051227,0.006108,0.000091,0.000000,0.006108,1
499,0.009980,-0.000004,0.050000,0.009980,0.005000,0.051231,0.006108,0.000090,0.000000,0.006109,1
500,0.010000,-0.000004,0.050000,0.010000,0.005000,0.051235,0.006109,0.000090,0.000000,0.006109,1
501,0.010020,-0.000004,0.050000,0.010020,0.005000,0.051239,0.006106,0.000090,0.000000,0.006107,1
502,0.010040,-0.000004,0.050000,0.010040,0.005000,0.051243,0.006104,0.000090,0.000000,0.006105,1
503,0.010060,-0.000004,0.050000,0.010060,0.005000,0.051246,0.006102,0.000090,0.000000,0.006103,1
504,0.010080,-0.000004,0.050000,0.010080,0.005000,0.051250,0.006100,0.000090,0.000000,0.006101,1
505,0.010100,-0.000004,0.050000,0.010100,0.005000,0.051254,0.006098,0.000089,0.000000,0.006098,1
506,0.010120,-0.000004,0.050000,0.010120,0.005000,0.051258,0.006096,0.000089,0.000000,0.006096,1
507,0.010140,-0.000004,0.050000,0.010140,0.005000,0.051262,0.006093,0.000089,0.000000,0.006094,1
508,0.010160,-0.000004,0.050000,0.010160,0.005000,0.051266,0.006091,0.000089,0.000000,0.006092,1
509,0.010180,-0.000004,0.050000,0.010180,0.005000,0.051270,0.006089,0.000089,0.000000,0.006090,1
510,0.010200,-0.000004,0.050000,0.010200,0.005000,0.051274,0.006087,0.000088,0.000000,0.006088,1
511,0.010220,-0.000004,0.050000,0.010220,0.005000,0.051278,0.006085,0.000088,0.000000,0.006085,1
512,0.010240,-0.000004,0.050000,0.010240,0.005000,0.051282,0.006083,0.000088,0.000000,0.006083,1
513,0.010260,-0.000004,0.050000,0.010260,0.005000,0.051286,0.006080,0.000088,0.000000,0.006081,1
514,0.010280,-0.000004,0.050000,0.010280,0.005000,0.051290,0.006078,0.000088,0.000000,0.006079,1
515,0.010300,-0.000004,0.050000,0.010300,0.005000,0.051294,0.006076,0.000087,0.000000,0.006077,1
516,0.010320,-0.000004,0.050000,0.010320,0.005000,0.051298,0.006074,0.000087,0.000000,0.006075,1
517,0.010340,-0.000004,0.050000,0.010340,0.005000,0.051302,0.006072,0.000087,0.000000,0.006072,1
518,0.010360,-0.000004,0.050000,0.010360,0.005000,0.051306,0.006070,0.000087,0.000000,0.006070,1
519,0.010380,-0.000004,0.050000,0.010380,0.005000,0.051310,0.006067,0.000087,0.000000,0.006068,1
520,0.010400,-0.000004,0.050000,0.010400,0.005000,0.051314,0.006065,0.000087,0.000000,0.006066,1
521,0.010420,-0.000004,0.050000,0.010420,0.005000,0.051318,0.006063,0.000086,0.000000,0.006064,1
522,0.010440,-0.000004,0.050000,0.010440,0.005000,0.051322,0.006061,0.000086,0.000000,0.006062,1
523,0.010460,-0.000004,0.050000,0.010460,0.005000,0.051327,0.006059,0.000086,0.000000,0.006059,1
524,0.010480,-0.000004,0.050000,0.010480,0.005000,0.051331,0.006057,0.000086,0.000000,0.006057,1
525,0.010500,-0.000004,0.050000,0.010500,0.005000,0.051335,0.006054,0.000086,0.000000,0.006055,1
526,0.010520,-0.000004,0.050000,0.010520,0.005000,0.051339,0.006052,0.000085,0.000000,0.006053,1
527,0.010540,-0.000004,0.050000,0.010540,0.005000,0.051343,0.006050,0.000085,0.000000,0.006051,1
528,0.010560,-0.000004,0.050000,0.010560,0.005000,0.051347,0.006048,0.000085,0.000000,0.006049,1
529,0.010580,-0.000004,0.050000,0.010580,0.005000,0.051351,0.006046,0.000085,0.000000,0.006046,1
530,0.010600,-0.000004,0.050000,0.010600,0.005000,0.051355,0.006044,0.000085,0.000000,0.006044,1
531,0.010620,-0.000004,0.050000,0.010620,0.005000,0.051359,0.006042,0.000084,0.000000,0.006042,1
532,0.010640,-0.000004,0.050000,0.010640,0.005000,0.051364,0.006039,0.000084,0.000000,0.006040,1
533,0.010660,-0.000004,0.050000,0.010660,0.005000,0.051368,0.006037,0.000084,0.000000,0.006038,1
534,0.010680,-0.000004,0.050000,0.010680,0.005000,0.051372,0.006035,0.000084,0.000000,0.006036,1
535,0.010700,-0.000004,0.050000,0.010700,0.005000,0.051376,0.006033,0.000084,0.000000,0.006033,1
536,0.010720,-0.000004,0.050000,0.010720,0.005000,0.051380,0.006031,0.000084,0.000000,0.006031,1
537,0.010740,-0.000004,0.050000,0.010740,0.005000,0.051384,0.006029,0.000083,0.000000,0.006029,1
538,0.010760,-0.000004,0.050000,0.010760,0.005000,0.051388,0.006026,0.000083,0.000000,0.006027,1
539,0.010780,-0.000004,0.050000,0.010780,0.005000,0.051393,0.006024,0.000083,0.000000,0.006025,1
540,0.010800,-0.000004,0.050000,0.010800,0.005000,0.051397,0.006022,0.000083,-0.000000,0.006023,1
541,0.010820,-0.000004,0.050000,0.010820,0.005000,0.051401,0.006020,0.000083,-0.000000,0.006020,1
542,0.010840,-0.000004,0.050000,0.010840,0.005000,0.051405,0.006018,0.000082,-0.000000,0.006018,1
543,0.010860,-0.000004,0.050000,0.010860,0.005000,0.051410,0.006016,0.000082,-0.000000,0.006016,1
544,0.010880,-0.000004,0.050000,0.010880,0.005000,0.051414,0.006013,0.000082,-0.000000,0.006014,1
545,0.010900,-0.000004,0.050000,0.010900,0.005000,0.051418,0.006011,0.000082,-0.000000,0.006012,1
546,0.010920,-0.000004,0.050000,0.010920,0.005000,0.051422,0.006009,0.000082,-0.000000,0.006010,1
547,0.010940,-0.000004,0.050000,0.010940,0.005000,0.051426,0.006007,0.000082,-0.000000,0.006007,1
548,0.010960,-0.000004,0.050000,0.010960,0.005000,0.051431,0.006005,0.000081,-0.000000,0.006005,1
549,0.010980,-0.000004,0.050000,0.010980,0.005000,0.051435,0.006003,0.000081,-0.000000,0.006003,1
550,0.011000,-0.000004,0.050000,0.011000,0.005000,0.051439,0.006000,0.000081,-0.000000,0.006001,1
551,0.011020,-0.000004,0.050000,0.011020,0.005000,0.051444,0.005998,0.000081,-0.000000,0.005999,1
552,0.011040,-0.000004,0.050000,0.011040,0.005000,0.051448,0.005996,0.000081,-0.000000,0.005997,1
553,0.011060,-0.000004,0.050000,0.011060,0.005000,0.051452,0.005994,0.000080,-0.000000,0.005995,1
554,0.011080,-0.000004,0.050000,0.011080,0.005000,0.051456,0.005992,0.000080,-0.000000,0.005992,1
555,0.011100,-0.000004,0.050000,0.011100,0.005000,0.051461,0.005990,0.000080,-0.000000,0.005990,1
556,0.011120,-0.000004,0.050000,0.011120,0.005000,0.051465,0.005987,0.000080,-0.000000,0.005988,1
557,0.011140,-0.000004,0.050000,0.011140,0.005000,0.051469,0.005985,0.000080,-0.000000,0.005986,1
558,0.011160,-0.000004,0.050000,0.011160,0.005000,0.051474,0.005983,0.000079,-0.000000,0.005984,1
559,0.011180,-0.000004,0.050000,0.011180,0.005000,0.051478,0.005981,0.000079,-0.000000,0.005982,1
560,0.011200,-0.000004,0.050000,0.011200,0.005000,0.051482,0.005979,0.000079,-0.000000,0.005979,1
561,0.011220,-0.000004,0.050000,0.011220,0.005000,0.051487,0.005977,0.000079,-0.000000,0.005977,1
562,0.011240,-0.000004,0.050000,0.011240,0.005000,0.051491,0.005975,0.000079,-0.000000,0.005975,1
563,0.011260,-0.000004,0.050000,0.011260,0.005000,0.051496,0.005971,0.000079,-0.000000,0.005972,1
564,0.011280,-0.000004,0.050000,0.011280,0.005000,0.051500,0.005967,0.000078,-0.000000,0.005967,1
565,0.011300,-0.000004,0.050000,0.011300,0.005000,0.051504,0.005962,0.000078,-0.000000,0.005962,1
566,0.011320,-0.000004,0.050000,0.011320,0.005000,0.051509,0.005957,0.000078,-0.000000,0.005957,1
567,0.011340,-0.000004,0.050000,0.011340,0.005000,0.051513,0.005952,0.000078,-0.000000,0.005953,1
568,0.011360,-0.000004,0.050000,0.011360,0.005000,0.051517,0.005947,0.000077,-0.000000,0.005948,1
569,0.011380,-0.000004,0.050000,0.011380,0.005000,0.051522,0.005942,0.000077,-0.000000,0.005943,1
570,0.011400,-0.000004,0.050000,0.011400,0.005000,0.051526,0.005938,0.000077,-0.000000,0.005938,1
571,0.011420,-0.000004,0.050000,0.011420,0.005000,0.051531,0.005933,0.000077,-0.000000,0.005933,1
572,0.011440,-0.000004,0.050000,0.011440,0.005000,0.051535,0.005928,0.000077,-0.000000,0.005928,1
573,0.011460,-0.000004,0.050000,0.011460,0.005000,0.051540,0.005923,0.000076,-0.000000,0.005924,1
574,0.011480,-0.000004,0.050000,0.011480,0.005000,0.051544,0.005918,0.000076,0.000000,0.005919,1
575,0.011500,-0.000004,0.050000,0.011500,0.005000,0.051549,0.005913,0.000076,0.000000,0.005914,1
576,0.011520,-0.000004,0.050000,0.011520,0.005000,0.051553,0.005909,0.000076,0.000000,0.005909,1
577,0.011540,-0.000004,0.050000,0.011540,0.005000,0.051557,0.005904,0.000076,0.000000,0.005904,1
578,0.011560,-0.000004,0.050000,0.011560,0.005000,0.051562,0.005899,0.000075,0.000000,0.005899,1
579,0.011580,-0.000004,0.050000,0.011580,0.005000,0.051566,0.005894,0.000075,0.000000,0.005895,1
580,0.011600,-0.000004,0.050000,0.011600,0.005000,0.051571,0.005889,0.000075,0.000000,0.005890,1
581,0.011620,-0.000004,0.050000,0.011620,0.005000,0.051575,0.005884,0.000075,0.000000,0.005885,1
582,0.011640,-0.000004,0.050000,0.011640,0.005000,0.051580,0.005880,0.000075,0.000000,0.005880,1
583,0.011660,-0.000004,0.050000,0.011660,0.005000,0.051584,0.005875,0.000074,0.000000,0.005875,1
584,0.011680,-0.000004,0.050000,0.011680,0.005000,0.051589,0.005870,0.000074,0.000000,0.005870,1
585,0.011700,-0.000004,0.050000,0.011700,0.005000,0.051594,0.005865,0.000074,0.000000,0.005866,1
586,0.011720,-0.000004,0.050000,0.011720,0.005000,0.051598,0.005860,0.000074,0.000000,0.005861,1
587,0.011740,-0.000004,0.050000,0.011740,0.005000,0.051603,0.005856,0.000073,0.000000,0.005856,1
588,0.011760,-0.000004,0.050000,0.011760,0.005000,0.051607,0.005851,0.000073,0.000000,0.005851,1
589,0.011780,-0.000004,0.050000,0.011780,0.005000,0.051612,0.005846,0.000073,0.000000,0.005846,1
590,0.011800,-0.000004,0.050000,0.011800,0.005000,0.051616,0.005841,0.000073,0.000000,0.005841,1
591,0.011820,-0.000004,0.050000,0.011820,0.005000,0.051621,0.005836,0.000073,0.000000,0.005837,1
592,0.011840,-0.000004,0.050000,0.011840,0.005000,0.051625,0.005831,0.000072,0.000000,0.005832,1
593,0.011860,-0.000004,0.050000,0.011860,0.005000,0.051630,0.005827,0.000072,0.000000,0.005827,1
594,0.011880,-0.000004,0.050000,0.011880,0.005000,0.051635,0.005822,0.000072,0.000000,0.005822,1
595,0.011900,-0.000004,0.050000,0.011900,0.005000,0.051639,0.005817,0.000072,0.000000,0.005817,1
596,0.011920,-0.000004,0.050000,0.011920,0.005000,0.051644,0.005812,0.000072,0.000000,0.005813,1
597,0.011940,-0.000004,0.050000,0.011940,0.005000,0.051648,0.005807,0.000071,0.000000,0.005808,1
598,0.011960,-0.000004,0.050000,0.011960,0.005000,0.051653,0.005802,0.000071,0.000000,0.005803,1
599,0.011980,-0.000004,0.050000,0.011980,0.005000,0.051658,0.005798,0.000071,0.000000,0.005798,1
600,0.012000,-0.000004,0.050000,0.012000,0.005000,0.051662,0.005793,0.000071,0.000000,0.005793,1
601,0.012020,-0.000004,0.050000,0.012020,0.005000,0.051667,0.005788,0.000071,0.000000,0.005788,1
602,0.012040,-0.000004,0.050000,0.012040,0.005000,0.051672,0.005783,0.000070,0.000000,0.005784,1
603,0.012060,-0.000004,0.050000,0.012060,0.005000,0.051676,0.005778,0.000070,0.000000,0.005779,1
604,0.012080,-0.000004,0.050000,0.012080,0.005000,0.051681,0.005773,0.000070,0.000000,0.005774,1
605,0.012100,-0.000004,0.050000,0.012100,0.005000,0.051686,0.005769,0.000070,0.000000,0.005769,1
606,0.012120,-0.000004,0.050000,0.012120,0.005000,0.051690,0.005764,0.000069,0.000000,0.005764,1
607,0.012140,-0.000004,0.050000,0.012140,0.005000,0.051695,0.005759,0.000069,0.000000,0.005759,1
608,0.012160,-0.000004,0.050000,0.012160,0.005000,0.051700,0.005754,0.000069,0.000000,0.005755,1
609,0.012180,-0.000004,0.050000,0.012180,0.005000,0.051704,0.005749,0.000069,0.000000,0.005750,1
610,0.012200,-0.000004,0.050000,0.012200,0.005000,0.051709,0.005745,0.000069,0.000000,0.005745,1
611,0.012220,-0.000004,0.050000,0.012220,0.005000,0.051714,0.005740,0.000068,0.000000,0.005740,1
612,0.012240,-0.000004,0.050000,0.012240,0.005000,0.051719,0.005735,0.000068,0.000000,0.005735,1
613,0.012260,-0.000004,0.050000,0.012260,0.005000,0.051723,0.005730,0.000068,0.000000,0.005730,1
614,0.012280,-0.000004,0.050000,0.012280,0.005000,0.051728,0.005725,0.000068,0.000000,0.005726,1
615,0.012300,-0.000004,0.050000,0.012300,0.005000,0.051733,0.005720,0.000068,0.000000,0.005721,1
616,0.012320,-0.000004,0.050000,0.012320,0.005000,0.051738,0.005716,0.000067,0.000000,0.005716,1
617,0.012340,-0.000004,0.050000,0.012340,0.005000,0.051742,0.005711,0.000067,0.000000,0.005711,1
618,0.012360,-0.000004,0.050000,0.012360,0.005000,0.051747,0.005706,0.000067,0.000000,0.005706,1
619,0.012380,-0.000004,0.050000,0.012380,0.005000,0.051752,0.005699,0.000067,0.000000,0.005699,1
620,0.012400,-0.000004,0.050000,0.012400,0.005000,0.051757,0.005692,0.000066,0.000000,0.005692,1
621,0.012420,-0.000004,0.050000,0.012420,0.005000,0.051762,0.005685,0.000066,0.000000,0.005685,1
622,0.012440,-0.000004,0.050000,0.012440,0.005000,0.051766,0.005677,0.000066,0.000000,0.005678,1
623,0.012460,-0.000004,0.050000,0.012460,0.005000,0.051771,0.005670,0.000066,0.000000,0.005671,1
624,0.012480,-0.000004,0.050000,0.012480,0.005000,0.051776,0.005663,0.000066,0.000000,0.005664,1
625,0.012500,-0.000004,0.050000,0.012500,0.005000,0.051781,0.005656,0.000065,0.000000,0.005656,1
626,0.012520,-0.000004,0.050000,0.012520,0.005000,0.051786,0.005649,0.000065,0.000000,0.005649,1
627,0.012540,-0.000004,0.050000,0.012540,0.005000,0.051790,0.005642,0.000065,0.000000,0.005642,1
628,0.012560,-0.000004,0.050000,0.012560,0.005000,0.051795,0.005634,0.000065,0.000000,0.005635,1
629,0.012580,-0.000004,0.050000,0.012580,0.005000,0.051800,0.005627,0.000064,0.000000,0.005628,1
630,0.012600,-0.000004,0.050000,0.012600,0.005000,0.051805,0.005620,0.000064,0.000000,0.005621,1
631,0.012620,-0.000004,0.050000,0.012620,0.005000,0.051810,0.005613,0.000064,0.000000,0.005613,1
632,0.012640,-0.000004,0.050000,0.012640,0.005000,0.051815,0.005606,0.000064,0.000000,0.005606,1
633,0.012660,-0.000004,0.050000,0.012660,0.005000,0.051820,0.005599,0.000063,0.000000,0.005599,1
634,0.012680,-0.000004,0.050000,0.012680,0.005000,0.051825,0.005592,0.000063,0.000000,0.005592,1
635,0.012700,-0.000004,0.050000,0.012700,0.005000,0.051829,0.005584,0.000063,0.000000,0.005585,1
636,0.012720,-0.000004,0.050000,0.012720,0.005000,0.051834,0.005577,0.000063,0.000000,0.005578,1
637,0.012740,-0.000004,0.050000,0.012740,0.005000,0.051839,0.005570,0.000063,0.000000,0.005570,1
638,0.012760,-0.000004,0.050000,0.012760,0.005000,0.051844,0.005563,0.000062,0.000000,0.005563,1
639,0.012780,-0.000004,0.050000,0.012780,0.005000,0.051849,0.005556,0.000062,0.000000,0.005556,1
640,0.012800,-0.000004,0.050000,0.012800,0.005000,0.051854,0.005549,0.000062,0.000000,0.005549,1
641,0.012820,-0.000004,0.050000,0.012820,0.005000,0.051859,0.005541,0.000062,0.000000,0.005542,1
642,0.012840,-0.000004,0.050000,0.012840,0.005000,0.051864,0.005534,0.000061,0.000000,0.005535,1
643,0.012860,-0.000004,0.050000,0.012860,0.005000,0.051869,0.005527,0.000061,0.000000,0.005527,1
644,0.012880,-0.000004,0.050000,0.012880,0.005000,0.051874,0.005520,0.000061,0.000000,0.005520,1
645,0.012900,-0.000004,0.050000,0.012900,0.005000,0.051879,0.005513,0.000061,0.000000,0.005513,1
646,0.012920,-0.000004,0.050000,0.012920,0.005000,0.051884,0.005506,0.000061,0.000000,0.005506,1
647,0.012940,-0.000004,0.050000,0.012940,0.005000,0.051889,0.005498,0.000060,0.000000,0.005499,1
648,0.012960,-0.000004,0.050000,0.012960,0.005000,0.051894,0.005491,0.000060,0.000000,0.005492,1
649,0.012980,-0.000004,0.050000,0.012980,0.005000,0.051899,0.005484,0.000060,0.000000,0.005484,1
650,0.013000,-0.000004,0.050000,0.013000,0.005000,0.051904,0.005477,0.000060,0.000000,0.005477,1
651,0.013020,-0.000004,0.050000,0.013020,0.005000,0.051909,0.005470,0.000059,0.000000,0.005470,1
652,0.013040,-0.000004,0.050000,0.013040,0.005000,0.051914,0.005463,0.000059,0.000000,0.005463,1
653,0.013060,-0.000004,0.050000,0.013060,0.005000,0.051919,0.005455,0.000059,0.000000,0.005456,1
654,0.013080,-0.000004,0.050000,0.013080,0.005000,0.051924,0.005448,0.000059,0.000000,0.005449,1
655,0.013100,-0.000004,0.050000,0.013100,0.005000,0.051929,0.005441,0.000058,0.000000,0.005441,1
656,0.013120,-0.000004,0.050000,0.013120,0.005000,0.051934,0.005434,0.000058,0.000000,0.005434,1
657,0.013140,-0.000004,0.050000,0.013140,0.005000,0.051939,0.005427,0.000058,0.000000,0.005427,1
658,0.013160,-0.000004,0.050000,0.013160,0.005000,0.051944,0.005420,0.000058,0.000000,0.005420,1
659,0.013180,-0.000004,0.050000,0.013180,0.005000,0.051949,0.005412,0.000058,0.000000,0.005413,1
660,0.013200,-0.000004,0.050000,0.013200,0.005000,0.051954,0.005405,0.000057,0.000000,0.005406,1
661,0.013220,-0.000004,0.050000,0.013220,0.005000,0.051959,0.005398,0.000057,0.000000,0.005398,1
662,0.013240,-0.000004,0.050000,0.013240,0.005000,0.051964,0.005391,0.000057,0.000000,0.005391,1
663,0.013260,-0.000004,0.050000,0.013260,0.005000,0.051969,0.005384,0.000057,0.000000,0.005384,1
664,0.013280,-0.000004,0.050000,0.013280,0.005000,0.051975,0.005377,0.000056,0.000000,0.005377,1
665,0.013300,-0.000004,0.050000,0.013300,0.005000,0.051980,0.005369,0.000056,0.000000,0.005370,1
666,0.013320,-0.000004,0.050000,0.013320,0.005000,0.051985,0.005362,0.000056,0.000000,0.005363,1
667,0.013340,-0.000004,0.050000,0.013340,0.005000,0.051990,0.005355,0.000056,0.000000,0.005355,1
668,0.013360,-0.000004,0.050000,0.013360,0.005000,0.051995,0.005346,0.000056,0.000000,0.005347,1
669,0.013380,-0.000004,0.050000,0.013380,0.005000,0.052000,0.005337,0.000055,0.000000,0.005337,1
670,0.013400,-0.000004,0.050000,0.013400,0.005000,0.052005,0.005328,0.000055,0.000000,0.005328,1
671,0.013420,-0.000004,0.050000,0.013420,0.005000,0.052011,0.005319,0.000055,0.000000,0.005319,1
672,0.013440,-0.000004,0.050000,0.013440,0.005000,0.052016,0.005310,0.000055,0.000000,0.005310,1
673,0.013460,-0.000004,0.050000,0.013460,0.005000,0.052021,0.005300,0.000054,0.000000,0.005301,1
674,0.013480,-0.000004,0.050000,0.013480,0.005000,0.052026,0.005291,0.000054,0.000000,0.005292,1
675,0.013500,-0.000004,0.050000,0.013500,0.005000,0.052031,0.005282,0.000054,0.000000,0.005282,1
676,0.013520,-0.000004,0.050000,0.013520,0.005000,0.052036,0.005273,0.000054,0.000000,0.005273,1
677,0.013540,-0.000004,0.050000,0.013540,0.005000,0.052042,0.005264,0.000053,0.000000,0.005264,1
678,0.013560,-0.000004,0.050000,0.013560,0.005000,0.052047,0.005254,0.000053,0.000000,0.005255,1
679,0.013580,-0.000004,0.050000,0.013580,0.005000,0.052052,0.005245,0.000053,0.000000,0.005246,1
680,0.013600,-0.000004,0.050000,0.013600,0.005000,0.052057,0.005236,0.000053,0.000000,0.005236,1
681,0.013620,-0.000004,0.050000,0.013620,0.005000,0.052063,0.005227,0.000052,0.000000,0.005227,1
682,0.013640,-0.000004,0.050000,0.013640,0.005000,0.052068,0.005218,0.000052,0.000000,0.005218,1
683,0.013660,-0.000004,0.050000,0.013660,0.005000,0.052073,0.005208,0.000052,0.000000,0.005209,1
684,0.013680,-0.000004,0.050000,0.013680,0.005000,0.052078,0.005199,0.000052,0.000000,0.005200,1
685,0.013700,-0.000004,0.050000,0.013700,0.005000,0.052083,0.005190,0.000051,0.000000,0.005190,1
686,0.013720,-0.000004,0.050000,0.013720,0.005000,0.052089,0.005181,0.000051,0.000000,0.005181,1
687,0.013740,-0.000004,0.050000,0.013740,0.005000,0.052094,0.005172,0.000051,0.000000,0.005172,1
688,0.013760,-0.000004,0.050000,0.013760,0.005000,0.052099,0.005163,0.000051,0.000000,0.005163,1
689,0.013780,-0.000004,0.050000,0.013780,0.005000,0.052105,0.005153,0.000051,0.000000,0.005154,1
690,0.013800,-0.000004,0.050000,0.013800,0.005000,0.052110,0.005144,0.000050,0.000000,0.005144,1
691,0.013820,-0.000004,0.050000,0.013820,0.005000,0.052115,0.005135,0.000050,0.000000,0.005135,1
692,0.013840,-0.000004,0.050000,0.013840,0.005000,0.052120,0.005126,0.000050,0.000000,0.005126,1
693,0.013860,-0.000004,0.050000,0.013860,0.005000,0.052126,0.005117,0.000050,0.000000,0.005117,1
694,0.013880,-0.000004,0.050000,0.013880,0.005000,0.052131,0.005107,0.000049,0.000000,0.005108,1
695,0.013900,-0.000004,0.050000,0.013900,0.005000,0.052136,0.005098,0.000049,0.000000,0.005098,1
696,0.013920,-0.000004,0.050000,0.013920,0.005000,0.052142,0.005089,0.000049,0.000000,0.005089,1
697,0.013940,-0.000004,0.050000,0.013940,0.005000,0.052147,0.005080,0.000049,0.000000,0.005080,1
698,0.013960,-0.000004,0.050000,0.013960,0.005000,0.052152,0.005071,0.000048,0.000000,0.005071,1
699,0.013980,-0.000004,0.050000,0.013980,0.005000,0.052158,0.005061,0.000048,0.000000,0.005062,1
700,0.014000,-0.000004,0.050000,0.014000,0.005000,0.052163,0.005052,0.000048,0.000000,0.005052,1
701,0.014020,-0.000004,0.050000,0.014020,0.005000,0.052169,0.005043,0.000048,0.000000,0.005043,1
702,0.014040,-0.000004,0.050000,0.014040,0.005000,0.052174,0.005034,0.000047,0.000000,0.005034,1
703,0.014060,-0.000004,0.050000,0.014060,0.005000,0.052179,0.005025,0.000047,0.000000,0.005025,1
704,0.014080,-0.000004,0.050000,0.014080,0.005000,0.052185,0.005015,0.000047,0.000000,0.005016,1
705,0.014100,-0.000004,0.050000,0.014100,0.005000,0.052190,0.005006,0.000047,0.000000,0.005006,1
706,0.014120,-0.000004,0.050000,0.014120,0.005000,0.052196,0.004997,0.000046,0.000000,0.004997,1
707,0.014140,-0.000004,0.050000,0.014140,0.005000,0.052201,0.004988,0.000046,0.000000,0.004988,1
708,0.014160,-0.000004,0.050000,0.014160,0.005000,0.052206,0.004979,0.000046,0.000000,0.004979,1
709,0.014180,-0.000004,0.050000,0.014180,0.005000,0.052212,0.004969,0.000046,0.000000,0.004970,1
710,0.014200,-0.000004,0.050000,0.014200,0.005000,0.052217,0.004960,0.000045,0.000000,0.004960,1
711,0.014220,-0.000004,0.050000,0.014220,0.005000,0.052223,0.004951,0.000045,0.000000,0.004951,1
712,0.014240,-0.000004,0.050000,0.014240,0.005000,0.052228,0.004940,0.000045,0.000000,0.004940,1
713,0.014260,-0.000004,0.050000,0.014260,0.005000,0.052234,0.004929,0.000045,0.000000,0.004929,1
714,0.014280,-0.000004,0.050000,0.014280,0.005000,0.052239,0.004918,0.000045,0.000000,0.004918,1
715,0.014300,-0.000004,0.050000,0.014300,0.005000,0.052245,0.004907,0.000044,0.000000,0.004907,1
716,0.014320,-0.000004,0.050000,0.014320,0.005000,0.052250,0.004896,0.000044,0.000000,0.004896,1
717,0.014340,-0.000004,0.050000,0.014340,0.005000,0.052255,0.004885,0.000044,0.000000,0.004885,1
718,0.014360,-0.000004,0.050000,0.014360,0.005000,0.052261,0.004874,0.000044,0.000000,0.004874,1
719,0.014380,-0.000004,0.050000,0.014380,0.005000,0.052266,0.004863,0.000043,0.000000,0.004863,1
720,0.014400,-0.000004,0.050000,0.014400,0.005000,0.052272,0.004852,0.000043,0.000000,0.004852,1
721,0.014420,-0.000004,0.050000,0.014420,0.005000,0.052277,0.004841,0.000043,0.000000,0.004841,1
722,0.014440,-0.000004,0.050000,0.014440,0.005000,0.052283,0.004830,0.000043,0.000000,0.004830,1
723,0.014460,-0.000004,0.050000,0.014460,0.005000,0.052289,0.004819,0.000042,0.000000,0.004819,1
724,0.014480,-0.000004,0.050000,0.014480,0.005000,0.052294,0.004808,0.000042,0.000000,0.004808,1
725,0.014500,-0.000004,0.050000,0.014500,0.005000,0.052300,0.004797,0.000042,0.000000,0.004797,1
726,0.014520,-0.000004,0.050000,0.014520,0.005000,0.052305,0.004786,0.000042,0.000000,0.004786,1
727,0.014540,-0.000004,0.050000,0.014540,0.005000,0.052311,0.004775,0.000041,0.000000,0.004775,1
728,0.014560,-0.000004,0.050000,0.014560,0.005000,0.052316,0.004764,0.000041,0.000000,0.004764,1
729,0.014580,-0.000004,0.050000,0.014580,0.005000,0.052322,0.004753,0.000041,0.000000,0.004753,1
730,0.014600,-0.000004,0.050000,0.014600,0.005000,0.052327,0.004742,0.000041,0.000000,0.004742,1
731,0.014620,-0.000004,0.050000,0.014620,0.005000,0.052333,0.004731,0.000040,0.000000,0.004731,1
732,0.014640,-0.000004,0.050000,0.014640,0.005000,0.052339,0.004720,0.000040,0.000000,0.004720,1
733,0.014660,-0.000004,0.050000,0.014660,0.005000,0.052344,0.004709,0.000040,0.000000,0.004709,1
734,0.014680,-0.000004,0.050000,0.014680,0.005000,0.052350,0.004698,0.000040,0.000000,0.004698,1
735,0.014700,-0.000004,0.050000,0.014700,0.005000,0.052355,0.004687,0.000039,0.000000,0.004687,1
736,0.014720,-0.000004,0.050000,0.014720,0.005000,0.052361,0.004676,0.000039,0.000000,0.004676,1
737,0.014740,-0.000004,0.050000,0.014740,0.005000,0.052367,0.004665,0.000039,0.000000,0.004665,1
738,0.014760,-0.000004,0.050000,0.014760,0.005000,0.052372,0.004654,0.000039,0.000000,0.004654,1
739,0.014780,-0.000004,0.050000,0.014780,0.005000,0.052378,0.004643,0.000038,0.000000,0.004643,1
740,0.014800,-0.000004,0.050000,0.014800,0.005000,0.052384,0.004632,0.000038,0.000000,0.004632,1
741,0.014820,-0.000004,0.050000,0.014820,0.005000,0.052389,0.004621,0.000038,0.000000,0.004621,1
742,0.014840,-0.000004,0.050000,0.014840,0.005000,0.052395,0.004610,0.000038,0.000000,0.004610,1
743,0.014860,-0.000004,0.050000,0.014860,0.005000,0.052401,0.004599,0.000037,0.000000,0.004599,1
744,0.014880,-0.000004,0.050000,0.014880,0.005000,0.052406,0.004588,0.000037,0.000000,0.004588,1
745,0.014900,-0.000004,0.050000,0.014900,0.005000,0.052412,0.004577,0.000037,0.000000,0.004577,1
746,0.014920,-0.000004,0.050000,0.014920,0.005000,0.052418,0.004566,0.000037,0.000000,0.004566,1
747,0.014940,-0.000004,0.050000,0.014940,0.005000,0.052423,0.004555,0.000037,0.000000,0.004555,1
